id,species_id,growth_rate_id,evolves_from_species_id,evolution_chain_id,sort_order,gender_differences,forms_switchable,genus,flavor_text
212,212,2,123,58,142,true,true,钳子生物,虽然身体纤细，却有着 惊人的攻击力。身体的 肌肉也是由金属构成的。
213,213,4,,107,243,false,false,发酵生物,储存在壶形甲壳里的 树果会在不知不觉间 变成黏糊糊的果汁。
214,214,1,,108,244,true,true,独角生物,能轻轻松松地举起比自己 体重还重１００倍的东西， 是以一身怪力为傲的生物。
215,215,4,,109,245,true,false,钩爪生物,狡黠凶恶的性格。 趁着双亲不在就侵入巢穴， 将蛋盗出。
216,216,2,,110,247,false,false,小熊生物,它舔爪子是因为爪子里沾满了甜甜的蜂蜜。它很狡猾，会偷偷溜进孔蜂的巢穴，将孔蜂积累的蜂蜜占为己有。
217,217,2,216,110,248,true,false,冬眠生物,当翡翠的寒冷季节到来时，这只生物会在田野和山脉中漫步，寻找它最喜欢的浆果。乌萨林在这段时间里的饥饿使它成为一种凶猛的危险。
218,218,2,,111,249,false,false,熔岩生物,斯鲁玛体内没有任何血液。相反，炽热的岩浆在这只生物的体内循环，为它的器官输送必需的营养物质和氧气。
219,219,2,218,111,250,false,false,熔岩生物,"Magcargo 的体温约为 18,000 华氏度。水在接触时蒸发。如果这只生物被雨淋到，雨滴会立即变成蒸汽，使该地区笼罩在浓雾中。"
220,220,1,,112,251,false,false,小猪生物,嗅到诱人的香味时， 便会不顾一切地朝着 气味的方向飞奔过去。
221,221,1,220,112,252,true,false,野猪生物,虽然４只脚很短， 但因为蹄子很宽很粗糙， 所以就算在雪地上行走也不会打滑。
222,222,3,,113,254,false,false,珊瑚生物,在温暖的大海里生活。 也曾经大量栖息于 上古时期的伽勒尔近海。
223,223,2,,114,255,false,false,喷射生物,会用变成吸盘状的背鳍 吸附在巨翅飞鱼身上， 让它分一点吃剩的东西给自己吃。
224,224,2,223,114,256,true,false,喷射生物,有着结实的坚硬脑袋。 会用带吸盘的脚缠住对手， 然后再一个劲地用头猛撞。
225,225,3,,115,257,false,false,搬运生物,因为有跟人类及生物 分享自己食物的习性， 所以一直都在到处寻找食物。
226,226,1,458,116,259,false,false,风筝生物,悠然地畅游在大海中。 就算有觊觎食物残渣的铁炮鱼 吸附在自己身上也毫不在意。
227,227,1,,117,260,false,false,钢甲鸟生物,锐利的羽毛比剑还要锋利。 与钢铠鸦为领地 展开激烈的争斗。
228,228,1,,118,261,false,false,阴暗生物,会在天亮之前反复发出恐怖的长嚎， 并以此来彰显自己群体的存在。
229,229,1,228,118,262,true,true,阴暗生物,恐怖的长嚎是其特征。 过去人们曾认为它是来自 地狱的使者而对其心存畏惧。
230,230,2,117,54,134,false,false,龙生物,身上掉下的鳞片闪耀着 高雅而有深度的光泽， 甚至会被拿去进献给王族。
231,231,2,,119,263,false,false,长鼻生物,Phanpy 用它的长鼻子给自己洗澡。当其他人聚集在一起时，他们互相用水彻底浇湿。人们可以看到这些生物在水边晾干湿透的身体。
232,232,2,231,119,264,true,false,铠甲生物,如果唐凡用它坚硬的身体去对付，连一座房子都会被毁掉。生物利用其巨大的力量帮助清除堵塞山路的岩石和泥石流。
233,233,2,137,68,167,false,false,虚拟生物,在装载了ＡＩ功能后， 多边兽２型便开始用只有彼此 能懂的神秘语言互相交流了。
234,234,1,,120,265,false,false,大角生物,它形状奇特的鹿角具有让看到它们的人着迷的力量。将掉落的鹿角的黑色球体磨碎制成的药物是治疗失眠的有效方法。
235,235,3,,121,266,false,false,画画生物,会用尾巴前端渗出的体液画下标记。 对于有些标记，爱好者会以高价买卖。
236,236,2,,47,115,false,false,打斗生物,体型偏小却不可轻视， 因为它只要发现合适的对手 便会马上扑上去大打出手。
237,237,2,236,47,118,false,false,倒立生物,会通过倒立来扰乱 对方的节奏，然后 趁隙施展华丽的踢击。
238,238,2,,59,143,false,false,亲吻生物,好奇心旺盛的生物。 不管是什么都会试着用 嘴唇去触碰，确认是否喜欢。
239,239,2,,60,145,false,false,电气生物,储存电力的本领还不到家。 为了吸取电力，会偷偷 潜入民宅寻找插座。
240,240,2,,61,148,false,false,火种生物,栖息在火山地带。 会浸泡在岩浆中， 疗愈一整天的疲劳。
241,241,1,,122,267,false,false,奶牛生物,能挤出营养十足的鲜奶， 因此从很久以前开始就一直 支持着人类和生物的生活。
242,242,3,113,51,128,false,false,幸福生物,会生下装满幸福的奇妙之蛋。 据说，吃下它的蛋的人， 能够对所有人都温柔相待。
243,243,1,,123,268,false,false,天雷生物,雷公体现了闪电般的速度。生物的咆哮声让空气中的冲击波颤抖起来，地面也跟着震动，就像闪电劈下来一样。
244,244,1,,124,269,false,false,火山生物,Entei体现了岩浆的热情。这只生物被认为是在火山喷发时诞生的。它会喷出巨大的火焰，彻底吞噬它们所接触到的一切。
245,245,1,,125,270,false,false,极光生物,水君体现了纯净泉水的慈悲。它优雅地跑过大地。这只生物拥有净化脏水的能力。
246,246,1,,126,271,false,false,岩石肤生物,以吃土为生。 吃掉一座大山后， 就会为了成长而开始沉睡。
247,247,1,246,126,272,false,false,子弹生物,虽然是蛹却不会呆着不动。 在坚硬的甲壳之下 已经长出了手脚。
248,248,1,247,126,273,false,true,铠甲生物,当它带着巨大轰鸣声迈开脚步， 就连大山都会为之崩裂， 周围的地形也会因此改变。
249,249,1,,127,274,false,false,潜水生物,洛奇亚的翅膀蕴藏着毁灭性的力量——翅膀轻轻一拍就能炸毁普通的房屋。因此，这只生物选择生活在看不见的海底深处。
250,250,1,,128,275,false,false,虹色生物,凤王的羽毛会根据光线照射的角度发出七种颜色的光。据说这些羽毛可以给持有者带来幸福。据说这只生物住在彩虹脚下。
251,251,4,,129,276,false,false,时空穿越生物,从未来穿越时光而来。 能够治愈伤痛， 也会把自己的力量分给草木。
252,252,4,,130,277,false,false,林蜥生物,Treecko 冷静、冷静、镇定——在任何情况下都不会惊慌。如果有更大的敌人瞪视这只生物，它也会毫不留情地回瞪回去。
253,253,4,252,130,278,false,false,林蜥生物,这只生物擅长在树上从一个树枝飞到另一个树枝。在森林里，无论格罗维尔逃跑的速度有多快，任何生物都无法希望抓住它们。
254,254,4,253,130,279,false,true,密林生物,Sceptile的背上长着种子。据说它们充满了使树木恢复活力的营养物质。这只生物精心培育森林中的树木。
255,255,4,,131,280,true,false,雏鸡生物,火炬体内有一个地方可以保存火焰。拥抱它——它会散发出温暖的光芒。这只生物全身覆盖着一层蓬松的绒毛。
256,256,4,255,131,281,true,false,幼鸡生物,康布肯用它嘴里喷出的炽热火焰和极具破坏性的踢腿进行对战。这只生物的叫声非常响亮并且分散注意力。
257,257,4,256,131,282,true,true,猛火生物,Blaziken 的腿非常强壮——它可以轻松地一跃跨越 30 层楼。这种生物的炽热拳头会将敌人烧焦并变黑。
258,258,4,,132,283,false,false,沼鱼生物,在水中，水雀用脸颊上的鳃呼吸。如果在对战中遇到紧急情况，这只生物会释放出惊人的力量——它可以粉碎比自己还大的岩石。
259,259,4,258,132,284,false,false,沼鱼生物,马什托普在泥浆中技能的速度比游泳时快得多。这只生物的后躯表现出明显的发育，使其能够仅用后腿行走。
260,260,4,259,132,285,false,true,沼鱼生物,斯瓦伯特通过用鳍感知海浪声和潮风声的细微差别来预测风暴。如果暴风雨来临，它就会堆积巨石来保护自己。
261,261,2,,133,286,false,false,紧咬生物,Poochyena 是杂食动物——它什么都吃。一个显着特征是它的尖牙与身体相比有多大。这只生物试图通过让尾巴上的毛发竖起来恐吓敌人。
262,262,2,261,133,287,false,false,紧咬生物,Mightyena 在野外旅行并充当群体。野外生活的记忆迫使生物只服从那些它认为拥有卓越技能的训练师。
263,263,2,,134,288,false,false,豆狸生物,伽勒尔的蛇纹熊适应了 其他地区环境后的样子。 十分擅长找东西。
264,264,2,263,134,289,false,false,猛冲生物,用自己超群的爆发力 和锐利的爪子来制服猎物。 不擅长在弯曲的道路上奔跑。
265,265,2,,135,290,false,false,虫宝宝生物,喜欢树汁，在野外含量丰富。为什么它会进化成各种不同的形式尚不清楚。人们无法从小虫的外观看出它进化后会变成哪种形态。
266,266,2,265,135,291,false,false,蛹生物,用细丝包裹自己，同时储存进化所需的能量。它的四肢无法伸展，技能也很缓慢，但它的眼睛却保持着敏锐的警惕——西尔库恩时刻警惕着。
267,267,2,266,135,292,true,false,蝴蝶生物,色彩缤纷、美丽无比，但也贪婪的生物。为了把自己最喜欢的食物留给自己，当孔比试图采集花蜜时，它会赶走它们。
268,268,2,265,135,293,false,false,蛹生物,其身上的丝质包覆很薄，但足够坚固。 Cascoon丝绸的光泽和质感都优于Silcoon丝绸，用Cascoon丝绸制成的衣服被认为是一流的。
269,269,2,268,135,294,true,false,毒蛾生物,在漆黑的夜晚往往会被篝火所吸引。由于其散布剧毒鳞片的方式，很难将其驱离定居点。
270,270,4,,136,295,false,false,浮萍生物,因为叶子长得太大太重， 所以才会改变习性， 漂浮在水面上生活。
271,271,4,270,136,296,false,false,爽朗生物,住在日照良好的水边。 白天在水草做的床上睡觉， 太阳下山后就会出来活动。
272,272,4,271,136,297,true,false,乐天生物,乐天河童会跟着 欢快的音乐摇摆身体， 从而增强自己的力量。
273,273,4,,137,298,false,false,橡实生物,会将头顶粘在树枝上悬挂着。 也有被大风吹落的时候。
274,274,4,273,137,299,true,false,捉弄生物,长鼻叶居住在大树上的洞穴里， 它吹奏出的草笛声 会让听到的人感到不安。
275,275,4,274,137,300,true,false,邪恶生物,在森林深处静静地生活。 据说当它扇动大大的团扇， 就会刮起冬日寒风。
276,276,4,,138,301,false,false,幼燕生物,尾巴还很年轻——它才刚刚离开巢穴。因此，它有时会变得孤独，在夜里哭泣。这种生物以生活在森林中的小虫为食。
277,277,4,276,138,302,false,false,燕子生物,燕子非常认真地保养它那光滑的翅膀。一旦两只燕子聚集在一起，它们就会勤奋地清理彼此的翅膀。
278,278,2,,139,303,false,false,海鸥生物,利用气流， 不拍打翅膀就能飞上天空。 会在海边的岩壁上筑巢。
279,279,2,278,139,304,false,false,水鸟生物,会贴着海面飞行， 用大大的鸟嘴连着海水一起 把食物捞起来带走。
280,280,1,,140,305,false,false,心情生物,用红色的角捕捉到 人和生物的温情后， 全身也会稍稍变暖起来。
281,281,1,280,140,306,false,false,感情生物,可以通过操纵精神力量 扭曲周围的空间来看清未来。
282,282,1,281,140,307,false,true,包容生物,如果是为了保护训练家， 它就会用尽自己的精神力量 制造出小型黑洞。
283,283,2,,141,309,false,false,水黾生物,栖息在水草丛生的池塘或沼泽里。 会经常和栖息地以及食物 都与自己相近的滴蛛争斗。
284,284,2,283,141,310,false,false,眼珠生物,像薄薄的翅膀一样的触角 很容易吸收湿气。 雨天会静静地待在树洞等地方度过。
285,285,6,,142,311,false,false,蘑菇生物,如果蘑菇感觉到危险，它会摇晃身体并从头顶散落孢子。这种生物的孢子毒性很大，它们会使树木和杂草枯萎。
286,286,6,285,142,312,false,false,蘑菇生物,环绕布雷卢姆尾巴的种子是由硬化的有毒孢子制成的。吃种子是很可怕的。只要咬一口这只生物的种子，你的胃就会咕咕叫。
287,287,1,,143,313,false,false,懒人生物,斯拉科斯的心脏每分钟只跳动一次。无论发生什么，它都满足于一动不动地闲逛。很少看到这种生物运动。
288,288,1,287,143,314,false,false,暴猿生物,维戈罗斯根本无法保持静止。即使当它试图睡觉时，它血管中的血液也会变得激动，迫使这只生物在安定下来之前在丛林中狂奔。
289,289,1,288,143,315,false,false,怕麻烦生物,无论斯拉金生活在哪里，草地上都会出现直径超过一码的圆环。它们是由生物制造的，因为它趴在地上吃掉所有触手可及的草。
290,290,5,,144,316,false,false,入门生物,有时能在土里生活１０年以上。 会从树木的根部那里吸取营养。
291,291,5,290,144,317,false,false,忍者生物,行动十分迅速的生物。 说它无论什么攻击都能避开也不夸张。 非常喜欢甘甜的树液。
292,292,5,290,144,318,false,false,空壳生物,不拍动翅膀也能四处飞行。 身体里面空空的，是一种 不呼吸的奇妙生物。
293,293,4,,145,319,false,false,细语生物,一旦开始喊叫，就会被自己的声音 惊吓到，然后以更大的声音 大吼大叫起来。叫累了以后就会睡着，
294,294,4,293,145,320,false,false,大声生物,它发出的大叫声不仅会刺激听觉， 还会压缩空气造成冲击波 将敌人吹飞给予伤害。
295,295,4,294,145,321,false,false,噪音生物,它不仅仅会大喊大叫。为了和 伙伴相互传情达意，它会从 身体的洞里发出各种各样的音色。
296,296,6,,146,322,false,false,毅力生物,据说为了培育强大的幕下力士， 存在着一种训练家们按传统 手法制作的火锅料理。
297,297,6,296,146,323,false,false,猛推生物,体型粗壮的铁掌力士未必强大。 即便身型矮小，也有身轻如燕， 擅长巧力的铁掌力士。
298,298,3,,90,211,false,false,水珠生物,虽然是种性情温顺的生物， 但生起气来，便会嗖嗖地挥舞起 尾巴上的大球来猛烈击打对手。
299,299,2,,147,324,false,false,罗盘生物,它会一动不动地用强力的 磁力将猎物吸过来狩猎。 但有时也会吸到天敌。
300,300,3,,148,326,false,false,小猫生物,众所周知，斯基蒂会顽皮地追逐自己的尾巴。在野外，这种生物生活在森林树洞里。由于其可爱的外表，它作为宠物很受欢迎。
301,301,3,300,148,327,false,false,清高生物,德尔卡蒂可以睡在任何它想睡的地方，而无需保留永久的巢穴。如果其他生物在它睡觉时接近它，这只生物永远不会对战 - 它只会移到其他地方。
302,302,4,,149,328,false,true,黑暗生物,会去吃宝石的结晶。 双眼在漆黑一片的地方 会发出宝石的光芒。
303,303,3,,150,329,false,true,欺骗生物,大嘴娃能用自己那由钢角 变化而成的巨大颚部 将对手一口紧紧咬住。
304,304,1,,151,330,false,false,铁铠生物,进化的时候，钢铁盔甲会 全部脱落。人们曾经 将其捡来活用于生活。
305,305,1,304,151,331,false,false,铁铠生物,会用钢铁之躯互相撞击 来争夺地盘。仔细看会发现 钢铁盔甲上有伤痕和凹陷。
306,306,1,305,151,332,false,true,铁铠生物,很久以前，有位国王由于希望 像波士可多拉一样强大而戴上了 模仿它的头部制成的头盔。
307,307,2,,152,333,true,false,冥想生物,Meditite 通过冥想增强其内在能量。它每天仅靠一颗浆果生存。少食是这只生物训练的另一个方面。
308,308,2,307,152,334,true,true,冥想生物,通过冥想的力量，麦迪查姆发展出了第六感。它获得了使用念动力的能力。众所周知，这只生物可以连续一个月不吃东西进行冥想。
309,309,1,,153,335,false,false,闪电生物,会在体毛中储存静电。 在空气干燥的季节 会从全身散发出火花。
310,310,1,309,153,336,false,true,放电生物,极少出现在人前。 据说它的住所就在雷电落下的地方。
311,311,2,,154,337,false,false,加油生物,当Plusle为伙伴加油时，它的全身都会闪烁着电火花。如果它的伙伴输了，这只生物就会大声哭泣。
312,312,2,,155,338,false,false,加油生物,Minun 喜欢在对战中为伙伴加油。当它这样做时，它的身体会发出火花。如果它的伙伴遇到麻烦，这只生物会发出越来越多的火花。
313,313,5,,156,339,false,false,萤火虫生物,沃尔比特的尾巴像灯泡一样发光。与其他 Volbeat 一样，它用尾巴在夜空中画出几何形状。这只生物喜欢照明灯散发出的甜味。
314,314,6,,157,340,false,false,萤火虫生物,伊尔米斯 (Illumise) 带领一队发光的 Volbeat 在夜空中绘制标志。据说这种生物通过在天空中构建更复杂的设计而赢得同龄人的更大尊重。
315,315,4,406,158,342,true,false,荆棘生物,会用右手和左手分别放出 ２种不同的毒来进行攻击。 香气越浓越有精神。
316,316,6,,159,344,true,false,胃袋生物,古尔平的身体大部分由胃组成——相比之下，它的心脏和大脑非常小。这个生物的胃里含有特殊的酶，可以溶解任何东西。
317,317,6,316,159,345,true,false,毒袋生物,斯瓦洛特没有牙齿，所以无论吃什么，它都会整个吞下去。它的大嘴张得大大的。汽车轮胎可以轻松放入这只生物的嘴里。
318,318,1,,160,346,false,false,凶猛生物,拥有锋利的牙齿和 结实的下颚。水手们绝不会 主动靠近利牙鱼的栖息地。
319,319,1,318,160,347,false,true,凶暴生物,被称为大海恶霸。 进入它栖息海域的船只 会无一例外地遭到袭击。
320,320,6,,161,348,false,false,球鲸生物,喝入大量的海水之后， 身体会鼓成像球一样。 每天要吃掉１吨的食物。
321,321,6,320,161,349,false,false,浮鲸生物,总之，因为超级巨大而受欢迎。 观看吼鲸王在各地都是 非常受欢迎的游览项目。
322,322,2,,162,350,true,false,迟钝生物,"Numel 在其体内储存了近 2,200 华氏度的岩浆。如果变湿，岩浆就会冷却并硬化。此时，生物的身体会变得沉重，技能也会变得迟缓。"
323,323,2,322,162,351,true,true,喷火生物,卡默鲁普特背上的驼峰是由其骨骼变形形成的。它们有时会喷射出熔化的岩浆。这只生物显然在被激怒时经常爆发。
324,324,2,,163,352,false,false,煤炭生物,在弃用的煤矿中 住着很多煤炭龟， 它们会不停地挖掘煤炭。
325,325,3,,164,353,false,false,弹跳生物,斯波因克头上戴着一颗珍珠。珍珠的作用是增强该生物的念力。因此，它不断寻找更大的珍珠。
326,326,3,325,164,354,false,false,操纵生物,格朗皮格利用身上的黑珍珠来发挥其神奇的力量。当它这样做时，它会跳起奇怪的舞蹈。这只生物的黑珍珠具有作为艺术品的价值。
327,327,3,,165,355,false,false,斑点熊猫生物,每一只身上的斑点花纹都不同。 会用晃晃悠悠的技能 绝妙地躲避对手的攻击。
328,328,4,,166,356,false,false,蚁狮生物,建造了绝对无法逃脱的 捣蒜钵状巢穴，并在巢穴里 等着猎物自己掉进来。
329,329,4,328,166,357,false,false,振动生物,为了让翅膀成长， 每天要用消化液溶化 并吸食大量的猎物。
330,330,4,329,166,358,false,false,神秘生物,由于它挥动翅膀的声音 好似女性优美的歌声， 因此被称为沙漠精灵。
331,331,4,,167,359,false,false,仙人掌生物,环境越干旱、恶劣，卡涅亚花就越美丽、越香。这只生物通过疯狂地挥动带刺的手臂进行对战。
332,332,4,331,167,360,true,false,稻草人生物,如果一个旅行者在深夜穿越沙漠，卡克图恩就会跟随一群乌合之众。生物们正在等待时机，等待旅行者疲倦而无法技能。
333,333,5,,168,361,false,false,绵鸟生物,看起来像是一团棉花云，因此 不易被敌人发现。据说翅膀是 随着世代演进逐渐变白的。
334,334,5,333,168,362,false,true,哼唱生物,虽然性情温顺，但如果被惹怒， 就会用尖锐的叫声威吓对方， 并且毫不留情地发动进攻。
335,335,5,,169,363,false,false,猫鼬生物,赞鹅通常四肢着地，但当它被激怒时，它会用后腿站起来并伸出爪子。这只生物与毒蛇的激烈竞争可以追溯到几代人之前。
336,336,6,,170,364,false,false,牙蛇生物,塞维珀剑般的尾巴有两个用途——它会砍伤敌人并用分泌的毒液浇灭他们。这只生物不会放弃与赞古斯的长期血仇。
337,337,3,,171,365,false,false,陨石生物,第一次发现它是在 ４０年前陨石坠落的地方。 只要注视敌人就能使其入睡。
338,338,3,,172,366,false,false,陨石生物,太阳能量是其力量之源， 所以白天会很强。 旋转时身体会发光。
339,339,2,,173,367,false,false,须鱼生物,会用２根长长的胡须 探索浑浊的河底。 用湿滑的粘膜保护着身体。
340,340,2,339,173,368,false,false,须鱼生物,会将大沼泽划为自己的领地。 如果有敌人接近的话，它就会狂暴起来， 并引发大地震。
341,341,6,,174,369,false,false,无赖生物,来自于外国的生物， 现在已经回归了野生环境。 不管多么污浊的河水都能适应。
342,342,6,341,174,370,false,false,流氓生物,有着热爱战斗的性格。 当遇到靠近自己领地的对手， 会毫不留情地将之打倒。
343,343,2,,175,371,false,false,泥偶生物,在古代遗迹被发现。 会一边旋转一边移动。 晚上睡觉的时候也是单脚站着。
344,344,2,343,175,372,false,false,泥偶生物,似乎是从古代人做的 泥偶诞生而来的生物。 能靠念力浮在空中移动。
345,345,5,,176,373,false,false,海百合生物,会吸附在海底岩石上， 用花瓣一样的触手 缠住接近自己的猎物。
346,346,5,345,176,374,false,false,藤壶生物,用触手将猎物缠住后， 会用消化液将其溶化， 然后吸收其中的养分。
347,347,5,,177,375,false,false,古虾生物,会把８根翅膀当做船桨划水， 并且游泳的速度相当快。 是虫生物的一种祖先。
348,348,5,347,177,376,false,false,甲胄生物,栖息在陆地，但也擅长游泳。 会潜入大海寻找猎物， 用锋利的爪子给予致命一击。
349,349,5,,178,377,false,false,鱼生物,虽然外表丑陋， 但拥有顽强的生命力， 只要少量的水就能存活。
350,350,5,349,178,378,true,false,慈爱生物,据说目睹了美纳斯美丽 身姿的人，心中一切的 愤恨都能得到抚慰。
351,351,2,,179,379,false,true,天气生物,样子会根据天气发生变化。 天气越恶劣， 性格也会变得越暴躁。
352,352,4,,180,380,false,false,变色生物,在不隐身的时候，身体的颜色 也会随着心情和状态改变。 颜色越浓的时候越有精神。
353,353,3,,181,381,false,false,人偶生物,流传着这样的古老俗语， 日暮时分，不要去 排列着怨影娃娃的房子。
354,354,3,353,181,382,false,true,布偶生物,因被丢弃的怨念而诞生。 听说，如果满足它受重视的需求， 就会变回原来的玩偶。
355,355,3,,182,383,false,false,渡魂生物,会让身体变透明， 然后偷偷地靠近猎物。 拥有穿过厚墙壁的能力。
356,356,3,355,182,384,false,false,招手生物,寻找游走的灵魂，吸入自己 空洞的身体里。没人知道 被吸入后会发生什么事。
357,357,1,,183,386,false,false,水果生物,脖子上的那串水果很美味， 很受欢迎。在温暖的地方， 有许多培育热带龙的牧场。
358,358,3,433,184,388,false,false,风铃生物,可以发射出强大的空气波，足以打倒比自己高的猎物。我推测它放大了体内微弱的风声。
359,359,4,,185,389,false,true,灾祸生物,由于拥有感知危险的能力， 因此它被人们误解为是 会招来灾祸的生物。
360,360,2,,100,232,false,false,开朗生物,具有集体行动的习性。 睡觉的时候会聚集在洞窟中， 和伙伴们把身体挨在一起。
361,361,2,,186,390,false,false,雪笠生物,只能在寒冷的土地上生存。 即使在零下１００度的环境下 也能充满活力地到处蹦蹦跳跳。
362,362,2,361,186,391,false,true,脸面生物,用令空气中的水分 瞬间冻结的力量， 将猎物冰冻起来。
363,363,4,,187,393,false,false,拍手生物,会漂浮在波浪当中观察 大海的状况。一旦发现猎物， 就会通知群体里的帝牙海狮。
364,364,4,363,187,394,false,false,滚球生物,不管是海豹球还是精灵球， 只要是圆的物体都会 顶在鼻子上转来转去。
365,365,4,364,187,395,false,false,破冰生物,它的獠牙一生都会持续生长。 即使在战斗中被折断也能逐渐恢复， 只需要１年的时间便能完好如初。
366,366,5,,188,396,false,false,双壳贝生物,珍珠贝的珍珠非常贵重。 据说，其价值或许是 大舌贝珍珠的１０倍以上。
367,367,5,366,188,397,false,false,深海生物,栖息在深海中。 传说，如果猎斑鱼被冲上沙滩， 就会有不祥的事情发生。
368,368,5,366,188,398,false,false,南海生物,吸食猎物的体液。 剩下的肉会沉入海底， 成为其他生物的食物。
369,369,1,,189,399,true,false,长寿生物,在深海调查中被发现的生物。 样子在１亿年间都没有任何变化， 被人们称为活化石。
370,370,3,,190,400,false,false,相随生物,温暖海域的珊瑚礁是它的栖息地。 特别喜欢在太阳珊瑚的枝条间睡觉。
371,371,1,,191,401,false,false,坚硬脑袋生物,不会成群结队，喜欢单独生活。 脑袋很硬，只要猛地一撞， 就能把坚硬的岩石一分为二。
372,372,1,371,191,402,false,false,耐力生物,可以不吃食物忍受饥饿。 据说当它用尽积蓄的能量后， 就会开始进化。
373,373,1,372,191,403,false,true,龙生物,虽然在空中翱翔能够让它 乐在其中，但是一旦被惹怒， 就会大闹一番，不可收拾。
374,374,1,,192,404,false,false,铁球生物,身体的细胞由磁铁构成。 循环于全身的不是血液， 而是磁力。
375,375,1,374,192,405,false,false,铁爪生物,依靠磁力飞行。能够在空中 以高速穿过险峻的山岳， 让追捕的猎物无处可逃。
376,376,1,375,192,406,false,true,铁足生物,２只金属怪组合起来的样子。 运用堪比超级计算机的 头脑打败敌人。
377,377,1,,193,407,false,false,岩山生物,人们通过最新的科学技术 对它的岩石身体做了调查， 但是并未发现大脑和心脏。
378,378,1,,194,408,false,false,冰山生物,拥有一副由冰构成的身体。 据说是诞生于冰河时期 冻得厚厚实实的冰块之下。
379,379,1,,195,409,false,false,黑金生物,据说诞生于地幔之中， 在距今约１万年前 现身于地面之上。
380,380,1,,196,410,false,true,无限生物,拉蒂亚斯非常聪明，能够理解人类的语言。它覆盖着一层玻璃状的羽绒。生物用绒毛包裹身体并折射光线以改变其外观。
381,381,1,,197,411,false,true,无限生物,拉帝欧斯只会向拥有慈悲精神的训练家敞开心扉。通过折叠前腿以最小化空气阻力，该生物可以比喷气式飞机飞得更快。
382,382,1,,198,412,false,true,海底生物,据说盖欧卡是大海本身的化身。传说中，它与固拉多发生了许多冲突，因为双方都试图获得自然的力量。
383,383,1,,199,413,false,true,大陆生物,通过原始回归和自然的全部力量，它将恢复其真实的形态。它可以引起岩浆喷发并扩大世界陆地面积。
384,384,1,,200,414,false,true,天空生物,它永远飞过臭氧层，以流星体为食。体内的众多流星体提供了Mega进化所需的能量。
385,385,1,,201,415,false,false,祈愿生物,传说当它从１０００年的 沉睡中醒来时，会实现 写在它头部许愿笺上的愿望。
386,386,1,,202,416,false,true,ＤＮＡ生物,代欧奇希斯是从一种来自太空的病毒中诞生的。它非常聪明并拥有心理动力。这只生物从胸部的水晶器官发射激光。
387,387,4,,203,417,false,false,嫩叶生物,阳光越多，这只生物就会变得越有活力。类似贝壳的部分类似于淤泥，微湿，摸起来温暖。
388,388,4,387,203,418,false,false,树丛生物,出现在有干净泉水的地方。其壳上的灌木长出的果实味甜、营养丰富、味道鲜美。
389,389,4,388,203,419,false,false,大陆生物,这种体型巨大的生物非常适合作为花园的借景，而且它的力量也是无与伦比的。托特拉在荒野中漫步寻找干净的水源。
390,390,4,,204,420,false,false,小猴生物,充满活力，始终精神抖擞。它曾经被称为“灯笼尾”，并被视为某种幽灵而令人恐惧。
391,391,4,390,204,421,false,false,顽皮生物,它脸上的蓝色越深，它的力量就会变得越强。它四处跳跃，用尾巴上的火焰对对手进行强力打击。
392,392,4,391,204,422,false,false,火焰生物,高大、强壮、外表耀眼的生物。它全身笼罩在火焰之中，对战时就像在跳舞一样——真是令人惊叹的景象。
393,393,4,,205,423,false,false,企鹅生物,喜欢寒冷的气候，出现在沿海地区。这是一个可爱的小东西——和任何孩子一样可爱——但它也很骄傲，不愿意接受人们的施舍。
394,394,4,393,205,424,false,false,企鹅生物,它优雅地游过冰冷的大海，用汹涌的潮水般的声音歌唱。它拥有强大、坚固的翅膀和相匹配的尊严。
395,395,4,394,205,425,false,false,皇帝生物,自古以来，它就受到翡翠人民的尊崇，被称为“波涛大师”。它的翅膀甚至可以与大师制作的刀片相媲美。
396,396,4,,206,426,true,false,椋鸟生物,他们生活在田野和山区，成群结队。他们的哭声非常令人讨厌。虽然它们的翅膀很小，但它们的翅膀却很强大——一旦被它们击中，就会产生持续一周的疼痛。
397,397,4,396,206,427,true,false,椋鸟生物,它们形成非常大的群体，并且不断地互相争斗。我怀疑那些头上长着华丽羽毛的才是强者。
398,398,4,397,206,428,true,false,猛禽生物,它离开了羊群，获得了足够的力量独自生存。星盗号在空中飞行的惊人力量使其能够带走大型、魁梧的目标。
399,399,2,,207,429,true,false,圆鼠生物,Bidoof有着一张朴素的脸，很少对任何事情感到慌乱。曾经发生过比杜夫漫步进入村庄并毫不关心地啃咬房屋的事件。
400,400,2,399,207,430,true,false,河狸生物,Bibarel 毛皮防水，也是一种极好的保温材料。这些生物在河流上建造水坝来居住。
401,401,4,,208,431,true,false,蟋蟀生物,当树木呈现出新的色调时，更多的生物就会出现。它们通过触角撞击而发出的音调类似于马林巴琴，一种异国的乐器。
402,402,4,401,208,432,true,false,蟋蟀生物,它用弯刀般的手臂发出声音，声音的旋律因人而异。寻找自己最喜欢的音乐是一项值得努力的事情。
403,403,4,,209,433,true,false,闪光生物,体毛通电后就会发光。 会摇晃明亮发光的尾巴 尖端来向伙伴发送信号。
404,404,4,403,209,434,true,false,电光生物,遇到敌人时会从脚 伸出有着百万伏特 威力的爪子来迎战。
405,405,4,404,209,435,true,false,目光生物,由于透视需要消耗 大量的电能，因此它会 睡很长时间来积蓄能量。
